,date,team1,team2,1starter_1,1starter_2,1starter_3,1starter_4,1starter_5,1starter_6,1starter_7,1starter_8,1starter_9,1starter_10,1starter_11,1sub_1,1sub_2,1sub_3,1sub_4,1sub_5,1sub_6,1sub_7,2starter_1,2starter_2,2starter_3,2starter_4,2starter_5,2starter_6,2starter_7,2starter_8,2starter_9,2starter_10,2starter_11,2sub_1,2sub_2,2sub_3,2sub_4,2sub_5,2sub_6,2sub_7,referee,assistant_1,assistant_2,fourth
31,24.04.2019,Wolverhampton Wanderers,Arsenal,Rui Pedro dos Santos Patrício,Conor  Coady,Ryan Bennett,Willy Boly,Matt Doherty,Jonathan Castro Otto,João Filipe Iria Santos Moutinho,Leander Dendoncker,Rúben Diogo Da Silva Neves,Diogo José Teixeira da Silva,Raúl Alonso Jiménez Rodríguez,John Ruddy,Rúben Gonçalo Silva Nascimento Vinagre,Romain Saïss,Morgan Gibbs-White,Hélder Wander Sousa Azevedo Costa,Adama Traoré Diarra,Ivan Ricardo Neves Abreu Cavaleiro,Bernd Leno,Ignacio Monreal Eraso,Laurent Koscielny,Sokratis Papastathopoulos,Ainsley Maitland-Niles,Mesut Özil,Henrikh Mkhitaryan,Lucas Torreira Di Pascua,Granit Xhaka,Alex Iwobi,Alexandre Lacazette,Petr Čech,Sead Kolašinac,Shkodran Mustafi,Mohamed Naser Elsayed Elneny,Joseph Willock,Mattéo Guendouzi Olié,Edward Nketiah,Stuart Attwell,Constantine Hatzidakis,Peter James Kirkup,Martin Atkinson
32,23.04.2019,Watford,Southampton,Ben Foster,Adam Masina,Christian Kabasele,Daryl Janmaat,Craig Cathcart,Will Hughes,Etienne Capoue,Abdoulaye Doucouré,Roberto Maximiliano Pereyra,Andre Gray,Gerard Deulofeu Lázaro,Heurelho da Silva Gomes,Francisco Femenía Far,Adrian Mariappa,Miguel Ángel Britos Cabrera,Ken Sema,Nathaniel Chalobah,Isaac  Ajayi Success,Angus Gunn,Jack Stephens,Jan Bednarek,Maya Yoshida,Ryan Bertrand,James  Ward-Prowse,Pierre-Emile Højbjerg,Oriol Romeu Vidal,Nathan Redmond,Stuart Armstrong,Shane  Long,Fraser Forster,Yan Valery,Kayne Ramsey,Joshua Sims,Mario Lemina,Daniel William John Ings,Charlie Austin,Mike Dean,Ian Hussin,Daniel Robathan,Lee Probert
33,23.04.2019,Tottenham Hotspur,Brighton & Hove Albion,Hugo Lloris,Jan Vertonghen,Kieran Trippier,Toby Alderweireld,Danny Rose,Victor Wanyama,Bamidele Alli,Christian  Dannemann Eriksen,Heung-Min Son,Lucas Rodrigues Moura da Silva,Fernando Llorente Torres,Paulo Dino Gazzaniga,Ben Davies,Juan Marcos Foyth,Davinson Sánchez Mina,Oliver Skipp,Eric Dier,Vincent Janssen,Mathew Ryan,Shane Duffy,Martín Montoya Torralbo,Lewis Dunk,Bernardo Fernandes da Silva Junior,Yves Bissouma,Pascal Groß,Dale Stephens,Florin Andone,Jürgen Locadia,Alireza Jahanbakhsh,David Button,Leon-Aderemi Balogun,Gaëtan Bong Songo,Dan Burn,Beram Kayal,Solomon March,Glenn Murray,Chris Kavanagh,Daniel Cook,Gary Beswick,Anthony Taylor
34,22.04.2019,Chelsea,Burnley,Kepa Arrizabalaga Revuelta,César Azpilicueta Tanco,David Luiz Moreira Marinho,Emerson Palmieri dos Santos,Andreas Christensen,N'Golo Kanté,Jorge Luiz Frello Filho,Ruben Loftus-Cheek,Gonzalo Gerardo Higuaín,Callum Hudson-Odoi,Eden Hazard,Wilfredo Daniel Caballero,Gary Cahill,Davide Zappacosta,Mateo Kovačić,Ross Barkley,Pedro Eliezer Rodríguez Ledesma,Olivier Giroud,Tom Heaton,Matthew Lowton,Ben Mee,James  Tarkowski,Charlie Taylor,Ashley Westwood,Jeff Hendrick,Jack Cork,Dwight McNeil,Ashley Barnes,Chris Wood,Joe Hart,Stephen Ward,Ben Gibson,Kevin Long,Johann  Berg Guðmunds­son,Robbie Brady,Matěj Vydra,Kevin Friend,Matthew Wilkes,Adrian Holmes,Roger East
35,21.04.2019,Arsenal,Crystal Palace,Bernd Leno,Laurent Koscielny,Konstantinos Mavropanos,Shkodran Mustafi,Carl Jenkinson,Sead Kolašinac,Mattéo Guendouzi Olié,Mohamed Naser Elsayed Elneny,Mesut Özil,Alexandre Lacazette,Pierre-Emerick Aubameyang,Petr Čech,Ignacio Monreal Eraso,Henrikh Mkhitaryan,Alex Iwobi,Lucas Torreira Di Pascua,Ainsley Maitland-Niles,Edward Nketiah,Vicente Guaita Panadero,Scott Dann,Joel Ward,Aaron Wan-Bissaka,Martin Kelly,Max  Meyer,James McArthur,Luka Milivojević,Cheikhou Kouyaté,Wilfried Zaha,Christian Benteke Liolo,Wayne  Hennessey,Patrick  van Aanholt,Jaïro Riedewald,Andros Townsend,Michy Batshuayi Tunga,Bakary Sako,Jordan Ayew,Jonathan Moss,Marc Perry,Andy Halliday,Stuart Attwell
36,21.04.2019,Cardiff City,Liverpool,Neil Leonard Dula Etheridge,Lee Peltier,Joe Bennett,Bruno Écuélé Manga,Sean Morrison,Víctor Camarasa Ferrando,Joe Ralls,Aron Einar Gunnarsson,Nathaniel Mendez-Laing,David Junior Hoilett,El-Hadji Baye Oumar Niasse,Alex Smithies,Greg Cunningham,Josh Murphy,Leandro Bacuna,Bobby Reid,Kadeem Harris,Kenneth Dahrup Zohorè,Alisson Ramsés Becker,Virgil van Dijk,Trent Alexander-Arnold,Joël Andre Job Matip,Andrew Robertson,Georginio Wijnaldum,Jordan Brian Henderson,Naby Deco Keïta,Roberto Firmino Barbosa de Oliveira,Mohamed  Salah Ghaly,Sadio Mané,Simon Mignolet,Joe Gomez,Fábio Henrique Tavares,James Philip Milner,Xherdan Shaqiri,Daniel Andre Sturridge,Divock Okoth Origi,Martin Atkinson,Stephen Child,Harry Lennard,David Coote
37,21.04.2019,Everton,Manchester United,Jordan Pickford,Kurt Happy Zouma,Séamus Coleman,Lucas Digne,Michael Keane,Idrissa Gana Gueye,Gylfi Þór Sigurðsson,Bernard  Anício Caldeira Duarte,Morgan Schneiderlin,Richarlison de Andrade,Dominic Calvert-Lewin,Maarten Stekelenburg,Phil Jagielka,Tom Davies,James McCarthy,Theo  Walcott,Cenk Tosun,Ademola Lookman,David de Gea Quintana,Chris Smalling,Victor Nilsson Lindelöf,José Diogo Dalot Teixeira,Phil Jones,Nemanja Matić,Frederico Rodrigues Santos,Paul Pogba,Marcus Rashford,Romelu Lukaku Menama,Anthony Martial,Sergio Germán Romero,Ashley Young,Jesse Lingard,Scott McTominay,Juan Manuel Mata García,Andreas Hoelgebaum Pereira,Alexis Alejandro Sánchez Sánchez,Paul Tierney,Constantine Hatzidakis,Edward Smart,Lee Mason
38,20.04.2019,Newcastle United,Southampton,Martin Dúbravka,Javier Manquillo Gaitán,Fabian Lukas Schär,Jamaal Lascelles,Paul Dummett,Matt Ritchie,Miguel Ángel Almirón Rejala,Sung-Yeung Ki,Isaac Hayden,Ayoze Pérez Gutiérrez,José Salomón Rondón Giménez,Karl Darlow,DeAndre Yedlin,Federico Fernández,Jonjo Shelvey,Christian  Atsu Twasam,Mohamed Diamé,Yoshinori Muto,Angus Gunn,Jan Bednarek,Maya Yoshida,Jack Stephens,Ryan Bertrand,James  Ward-Prowse,Pierre-Emile Højbjerg,Oriol Romeu Vidal,Joshua Sims,Nathan Redmond,Daniel William John Ings,Fraser Forster,Kayne Ramsey,Stuart Armstrong,Callum Slattery,Mario Lemina,Shane  Long,Charlie Austin,Anthony Taylor,Gary Beswick,Adam Nunn,Kevin Friend
39,20.04.2019,AFC Bournemouth,Fulham,Artur Boruc,Nathan Aké,Steve Cook,Chris Mepham,Jefferson Andrés Lerma Solís,David Brooks,Dan Gosling,Ryan Fraser,Junior Stanislas,Callum Wilson,Joshua King,Asmir Begović,Jack Simpson,Emerson Hyndman,Nnamdi Ofoborh,Sam Surridge,Dominic Solanke,Lys Mousset,Sergio Rico González,Calum Chambers,Tim Ream,Maxime Le Marchand,Joe  Bryan,Denis Odoi,Jean Michaël Seri,André-Frank Zambo Anguissa,Kouassi Ryan Sessegnon,Aleksandar Mitrović,Ryan Guno Babel,Fabricio Martín Agosto Ramírez,Håvard Nordtveit,Cyrus Christie,André Schürrle,Neeskens Kebano,Floyd Ayité,Harvey Elliot,David Coote,Daniel Cook,Sian Massey,Graham Scott
40,20.04.2019,Huddersfield Town,Watford,Jonas Lössl,Tom Smith,Terence Kongolo,Christopher Schindler,Erik Durm,Juninho Bacuna,Jonathan Hogg,Aaron Mooy,Elias Kachunga,Isaac Mbenza,Steve Mounié,Joel Coleman,Florent Hadërgjonaj,Jon Gorenc Stankovič,Chris Löwe,Alex  Pritchard,Matty Daly,Karlan Ahearne-Grant,Ben Foster,Adrian Mariappa,Francisco Femenía Far,Craig Cathcart,Adam Masina,Will Hughes,Abdoulaye Doucouré,Etienne Capoue,Ken Sema,Gerard Deulofeu Lázaro,Andre Gray,Heurelho da Silva Gomes,Marc Navarro Ceciliano,Miguel Ángel Britos Cabrera,Christian Kabasele,Daryl Janmaat,Nathaniel Chalobah,Isaac  Ajayi Success,Roger East,Peter James Kirkup,Derek Eaton,Mike Dean
41,20.04.2019,West Ham United,Leicester City,Łukasz Fabiański,Angelo Obinze Ogbonna,Pablo Javier Zabaleta Girod,Fabián Cornelio Balbuena González,Arthur Masuaku,Declan Rice,Michail Antonio,Robert Snodgrass,Felipe  Anderson Pereira Gomes,Mark Noble,Marko Arnautović,Adrián San Miguel del Castillo,Issa Diop,Ryan Fredericks,Grady Diangana,Pedro  Mba Obiang Avomo,Jack Wilshere,Lucas Pérez Martínez,Kasper Schmeichel,Ricardo Domingos Barbosa Pereira,Harry Maguire,Jonny Evans,Ben Chilwell,Onyinye Wilfred Ndidi,James Maddison,Youri Tielemans,Marc Albrighton,Demarai Gray,Jamie Vardy,Danny Ward,Christian Fuchs,Caglar Söyüncü,Harvey Lewis Barnes,Nampalys Mendy,Shinji Okazaki,Kelechi Promise Iheanacho,Lee Probert,Richard West,Andy Garratt,Andre Marriner
42,20.04.2019,Wolverhampton Wanderers,Brighton & Hove Albion,Rui Pedro dos Santos Patrício,Willy Boly,Ryan Bennett,Conor  Coady,Matt Doherty,Jonathan Castro Otto,Morgan Gibbs-White,João Filipe Iria Santos Moutinho,Rúben Diogo Da Silva Neves,Diogo José Teixeira da Silva,Raúl Alonso Jiménez Rodríguez,John Ruddy,Rúben Gonçalo Silva Nascimento Vinagre,Romain Saïss,Leander Dendoncker,Hélder Wander Sousa Azevedo Costa,Ivan Ricardo Neves Abreu Cavaleiro,Adama Traoré Diarra,Mathew Ryan,Lewis Dunk,Shane Duffy,Bruno Saltor Grau,Gaëtan Bong Songo,Pascal Groß,Dale Stephens,Davy Pröpper,Solomon March,Glenn Murray,José Heriberto Izquierdo Mena,David Button,Dan Burn,Bernardo Fernandes da Silva Junior,Beram Kayal,Alireza Jahanbakhsh,Florin Andone,Jürgen Locadia,Craig Pawson,Lee Betts,Ian Hussin,Simon Hooper
43,20.04.2019,Manchester City,Tottenham Hotspur,Ederson Santana de Moraes,Kyle Walker,Aymeric  Laporte,John Stones,Oleksandr Zinchenko,Kevin De Bruyne,Philip Foden,İlkay Gündoğan,Bernardo Mota Veiga de Carvalho e Silva,Raheem Shaquille Sterling,Sergio Leonel Agüero del Castillo,Arijanet Murić,Nicolás Hernán Otamendi,Riyad Mahrez,David Josué Jiménez Silva,Fernando Luiz Rosa,Gabriel Fernando de Jesus,Leroy Sané,Paulo Dino Gazzaniga,Davinson Sánchez Mina,Toby Alderweireld,Jan Vertonghen,Ben Davies,Juan Marcos Foyth,Eric Dier,Bamidele Alli,Lucas Rodrigues Moura da Silva,Heung-Min Son,Christian  Dannemann Eriksen,Michel Vorm,Danny Rose,Kyle Walker-Peters,Oliver Skipp,Victor Wanyama,Fernando Llorente Torres,Vincent Janssen,Michael Oliver,Stuart Burt,Simon Bennett,Chris Kavanagh
44,16.04.2019,Brighton & Hove Albion,Cardiff City,Mathew Ryan,Lewis Dunk,Bruno Saltor Grau,Bernardo Fernandes da Silva Junior,Shane Duffy,Pascal Groß,Dale Stephens,Davy Pröpper,Solomon March,Glenn Murray,Alireza Jahanbakhsh,David Button,Dan Burn,Gaëtan Bong Songo,Beram Kayal,Jürgen Locadia,José Heriberto Izquierdo Mena,Florin Andone,Neil Leonard Dula Etheridge,Joe Bennett,Lee Peltier,Bruno Écuélé Manga,Sean Morrison,Joe Ralls,Víctor Camarasa Ferrando,Aron Einar Gunnarsson,Nathaniel Mendez-Laing,David Junior Hoilett,El-Hadji Baye Oumar Niasse,Brian Murphy,Bobby Reid,Josh Murphy,Kadeem Harris,Leandro Bacuna,Rhys Healey,Kenneth Dahrup Zohorè,Andre Marriner,Scott Ledger,Simon Long,Chris Kavanagh
45,15.04.2019,Watford,Arsenal,Ben Foster,Christian Kabasele,Craig Cathcart,Adam Masina,Daryl Janmaat,Francisco Femenía Far,Etienne Capoue,Abdoulaye Doucouré,Will Hughes,Andre Gray,Troy Deeney,Heurelho da Silva Gomes,Marc Navarro Ceciliano,Miguel Ángel Britos Cabrera,Adrian Mariappa,Ken Sema,Nathaniel Chalobah,Isaac  Ajayi Success,Bernd Leno,Laurent Koscielny,Konstantinos Mavropanos,Shkodran Mustafi,Ignacio Monreal Eraso,Alex Iwobi,Lucas Torreira Di Pascua,Aaron Ramsey,Granit Xhaka,Henrikh Mkhitaryan,Pierre-Emerick Aubameyang,Petr Čech,Sead Kolašinac,Mattéo Guendouzi Olié,Mesut Özil,Mohamed Naser Elsayed Elneny,Ainsley Maitland-Niles,Alexandre Lacazette,Craig Pawson,Gary Beswick,Richard West,Simon Hooper
46,14.04.2019,Liverpool,Chelsea,Alisson Ramsés Becker,Virgil van Dijk,Joël Andre Job Matip,Trent Alexander-Arnold,Andrew Robertson,Jordan Brian Henderson,Fábio Henrique Tavares,Naby Deco Keïta,Sadio Mané,Mohamed  Salah Ghaly,Roberto Firmino Barbosa de Oliveira,Simon Mignolet,Dejan Lovren,James Philip Milner,Georginio Wijnaldum,Divock Okoth Origi,Daniel Andre Sturridge,Xherdan Shaqiri,Kepa Arrizabalaga Revuelta,César Azpilicueta Tanco,David Luiz Moreira Marinho,Emerson Palmieri dos Santos,Antonio Rüdiger,N'Golo Kanté,Ruben Loftus-Cheek,Jorge Luiz Frello Filho,Eden Hazard,Willian Borges da Silva,Callum Hudson-Odoi,Wilfredo Daniel Caballero,Andreas Christensen,Ross Barkley,Mateo Kovačić,Gonzalo Gerardo Higuaín,Olivier Giroud,Pedro Eliezer Rodríguez Ledesma,Michael Oliver,Stuart Burt,Simon Bennett,Craig Pawson
47,14.04.2019,Crystal Palace,Manchester City,Vicente Guaita Panadero,Patrick  van Aanholt,Martin Kelly,Aaron Wan-Bissaka,Scott Dann,Jeffrey  Schlupp,James McArthur,Luka Milivojević,Andros Townsend,Christian Benteke Liolo,Wilfried Zaha,Wayne  Hennessey,Joel Ward,Cheikhou Kouyaté,Max  Meyer,Bakary Sako,Michy Batshuayi Tunga,Jordan Ayew,Ederson Santana de Moraes,Kyle Walker,Benjamin Mendy,Vincent Kompany,Aymeric  Laporte,İlkay Gündoğan,David Josué Jiménez Silva,Kevin De Bruyne,Sergio Leonel Agüero del Castillo,Leroy Sané,Raheem Shaquille Sterling,Arijanet Murić,John Stones,Nicolás Hernán Otamendi,Danilo Luiz da Silva,Riyad Mahrez,Bernardo Mota Veiga de Carvalho e Silva,Gabriel Fernando de Jesus,Martin Atkinson,Lee Betts,Adam Nunn,David Coote
48,13.04.2019,Manchester United,West Ham United,David de Gea Quintana,Phil Jones,Faustino Marcos Alberto Rojo,José Diogo Dalot Teixeira,Chris Smalling,Paul Pogba,Juan Manuel Mata García,Jesse Lingard,Frederico Rodrigues Santos,Anthony Martial,Romelu Lukaku Menama,Sergio Germán Romero,Victor Nilsson Lindelöf,Matteo Darmian,Mason Greenwood,Andreas Hoelgebaum Pereira,Scott McTominay,Marcus Rashford,Łukasz Fabiański,Angelo Obinze Ogbonna,Fabián Cornelio Balbuena González,Arthur Masuaku,Pablo Javier Zabaleta Girod,Declan Rice,Felipe  Anderson Pereira Gomes,Robert Snodgrass,Mark Noble,Manuel Lanzini,Javier Hernández Balcázar,Adrián San Miguel del Castillo,Issa Diop,Ryan Fredericks,Pedro  Mba Obiang Avomo,Michail Antonio,Nathan Holland,Grady Diangana,Graham Scott,Mick McDonough,Neil Davies,Michael Oliver
49,13.04.2019,Brighton & Hove Albion,AFC Bournemouth,Mathew Ryan,Lewis Dunk,Shane Duffy,Bernardo Fernandes da Silva Junior,Martín Montoya Torralbo,Davy Pröpper,Dale Stephens,Yves Bissouma,Anthony Knockaert,Jürgen Locadia,Florin Andone,David Button,Gaëtan Bong Songo,Dan Burn,Beram Kayal,Glenn Murray,José Heriberto Izquierdo Mena,Alireza Jahanbakhsh,Artur Boruc,Chris Mepham,Nathan Aké,Steve Cook,Adam Smith,Jefferson Andrés Lerma Solís,Ryan Fraser,Dan Gosling,David Brooks,Callum Wilson,Joshua King,Asmir Begović,Nathaniel Edwin Clyne,Jack Simpson,Junior Stanislas,Jordon  Ibe,Dominic Solanke,Lys Mousset,Kevin Friend,Matthew Wilkes,Derek Eaton,Stuart Attwell
50,13.04.2019,Burnley,Cardiff City,Tom Heaton,Ben Mee,James  Tarkowski,Matthew Lowton,Charlie Taylor,Jack Cork,Jeff Hendrick,Ashley Westwood,Dwight McNeil,Ashley Barnes,Chris Wood,Joe Hart,Ben Gibson,Kevin Long,Stephen Ward,Robbie Brady,Johann  Berg Guðmunds­son,Matěj Vydra,Neil Leonard Dula Etheridge,Lee Peltier,Bruno Écuélé Manga,Joe Bennett,Sean Morrison,Josh Murphy,Harry Arter,Aron Einar Gunnarsson,Víctor Camarasa Ferrando,David Junior Hoilett,Kenneth Dahrup Zohorè,Brian Murphy,Greg Cunningham,Bobby Reid,Joe Ralls,Leandro Bacuna,El-Hadji Baye Oumar Niasse,Nathaniel Mendez-Laing,Mike Dean,Ian Hussin,Darren Cann,Anthony Taylor
51,13.04.2019,Fulham,Everton,Sergio Rico González,Maxime Le Marchand,Tim Ream,Joe  Bryan,Timothy Evans Fosu-Mensah,Calum Chambers,André-Frank Zambo Anguissa,Tom Cairney,Kouassi Ryan Sessegnon,Ryan Guno Babel,Aleksandar Mitrović,Fabricio Martín Agosto Ramírez,Cyrus Christie,Denis Odoi,Jean Michaël Seri,André Schürrle,Neeskens Kebano,Harvey Elliot,Jordan Pickford,Phil Jagielka,Lucas Digne,Kurt Happy Zouma,Séamus Coleman,Gylfi Þór Sigurðsson,André Filipe Tavares Gomes,Bernard  Anício Caldeira Duarte,Idrissa Gana Gueye,Richarlison de Andrade,Dominic Calvert-Lewin,Maarten Stekelenburg,Leighton Baines,Michael Keane,Tom Davies,Theo  Walcott,Ademola Lookman,Cenk Tosun,Lee Probert,Andy Garratt,Adrian Holmes,Keith Stroud
52,13.04.2019,Southampton,Wolverhampton Wanderers,Angus Gunn,Maya Yoshida,Jan Bednarek,Jannik Vestergaard,Ryan Bertrand,Yan Valery,Pierre-Emile Højbjerg,James  Ward-Prowse,Joshua Sims,Nathan Redmond,Daniel William John Ings,Alex McCarthy,Matt Targett,Jack Stephens,Stuart Armstrong,Oriol Romeu Vidal,Charlie Austin,Shane  Long,Rui Pedro dos Santos Patrício,Willy Boly,Conor  Coady,Matt Doherty,Jonathan Castro Otto,Romain Saïss,Rúben Diogo Da Silva Neves,João Filipe Iria Santos Moutinho,Leander Dendoncker,Diogo José Teixeira da Silva,Raúl Alonso Jiménez Rodríguez,John Ruddy,Ryan Bennett,Rúben Gonçalo Silva Nascimento Vinagre,Morgan Gibbs-White,Hélder Wander Sousa Azevedo Costa,Adama Traoré Diarra,Ivan Ricardo Neves Abreu Cavaleiro,Jonathan Moss,Marc Perry,Constantine Hatzidakis,Andre Marriner
53,13.04.2019,Tottenham Hotspur,Huddersfield Town,Hugo Lloris,Juan Marcos Foyth,Davinson Sánchez Mina,Jan Vertonghen,Kyle Walker-Peters,Ben Davies,Christian  Dannemann Eriksen,Victor Wanyama,Moussa Sissoko,Lucas Rodrigues Moura da Silva,Fernando Llorente Torres,Paulo Dino Gazzaniga,Toby Alderweireld,Danny Rose,Kieran Trippier,Heung-Min Son,George Marsh,Oliver Skipp,Ben Hamer,Christopher Schindler,Erik Durm,Terence Kongolo,Florent Hadërgjonaj,Jon Gorenc Stankovič,Chris Löwe,Jonathan Hogg,Juninho Bacuna,Karlan Ahearne-Grant,Elias Kachunga,Joel Coleman,Tom Smith,Mathias Jattah-Njie Jørgensen,Aaron Mooy,Alex  Pritchard,Daniel Williams,Steve Mounié,Lee Mason,Harry Lennard,Andy Halliday,Paul Tierney
54,12.04.2019,Leicester City,Newcastle United,Kasper Schmeichel,Ricardo Domingos Barbosa Pereira,Ben Chilwell,Wes Morgan,Harry Maguire,Onyinye Wilfred Ndidi,Youri Tielemans,James Maddison,Demarai Gray,Harvey Lewis Barnes,Jamie Vardy,Danny Ward,Christian Fuchs,Jonny Evans,Nampalys Mendy,Marc Albrighton,Shinji Okazaki,Kelechi Promise Iheanacho,Martin Dúbravka,Paul Dummett,Javier Manquillo Gaitán,Jamaal Lascelles,Fabian Lukas Schär,Matt Ritchie,Sung-Yeung Ki,Isaac Hayden,Miguel Ángel Almirón Rejala,Ayoze Pérez Gutiérrez,José Salomón Rondón Giménez,Karl Darlow,Federico Fernández,DeAndre Yedlin,Christian  Atsu Twasam,Mohamed Diamé,Jonjo Shelvey,Yoshinori Muto,Chris Kavanagh,Daniel Cook,Sian Massey,Paul Tierney
55,08.04.2019,Chelsea,West Ham United,Kepa Arrizabalaga Revuelta,Emerson Palmieri dos Santos,César Azpilicueta Tanco,David Luiz Moreira Marinho,Antonio Rüdiger,Ruben Loftus-Cheek,N'Golo Kanté,Jorge Luiz Frello Filho,Gonzalo Gerardo Higuaín,Eden Hazard,Callum Hudson-Odoi,Wilfredo Daniel Caballero,Andreas Christensen,Ross Barkley,Mateo Kovačić,Olivier Giroud,Willian Borges da Silva,Pedro Eliezer Rodríguez Ledesma,Łukasz Fabiański,Aaron Cresswell,Angelo Obinze Ogbonna,Ryan Fredericks,Fabián Cornelio Balbuena González,Mark Noble,Felipe  Anderson Pereira Gomes,Declan Rice,Manuel Lanzini,Javier Hernández Balcázar,Marko Arnautović,Adrián San Miguel del Castillo,Arthur Masuaku,Issa Diop,Samir Nasri,Pedro  Mba Obiang Avomo,Robert Snodgrass,Lucas Pérez Martínez,Chris Kavanagh,Daniel Cook,Constantine Hatzidakis,Jonathan Moss
56,07.04.2019,Everton,Arsenal,Jordan Pickford,Lucas Digne,Séamus Coleman,Kurt Happy Zouma,Phil Jagielka,André Filipe Tavares Gomes,Gylfi Þór Sigurðsson,Bernard  Anício Caldeira Duarte,Idrissa Gana Gueye,Richarlison de Andrade,Dominic Calvert-Lewin,Maarten Stekelenburg,Leighton Baines,Tom Davies,James McCarthy,Cenk Tosun,Ademola Lookman,Theo  Walcott,Bernd Leno,Shkodran Mustafi,Ignacio Monreal Eraso,Sokratis Papastathopoulos,Sead Kolašinac,Mattéo Guendouzi Olié,Ainsley Maitland-Niles,Mohamed Naser Elsayed Elneny,Henrikh Mkhitaryan,Mesut Özil,Alexandre Lacazette,Petr Čech,Carl Jenkinson,Stephan Lichtsteiner,Aaron Ramsey,Denis Suárez Fernández,Alex Iwobi,Pierre-Emerick Aubameyang,Kevin Friend,Matthew Wilkes,Adrian Holmes,Mike Dean
57,06.04.2019,AFC Bournemouth,Burnley,Asmir Begović,Chris Mepham,Nathaniel Edwin Clyne,Adam Smith,Nathan Aké,Jefferson Andrés Lerma Solís,Dan Gosling,David Brooks,Ryan Fraser,Callum Wilson,Joshua King,Artur Boruc,Diego Rico Salguero,Jack Simpson,Junior Stanislas,Jordon  Ibe,Lys Mousset,Dominic Solanke,Tom Heaton,Matthew Lowton,James  Tarkowski,Charlie Taylor,Ben Mee,Jeff Hendrick,Ashley Westwood,Jack Cork,Dwight McNeil,Ashley Barnes,Chris Wood,Joe Hart,Ben Gibson,Stephen Ward,Kevin Long,Johann  Berg Guðmunds­son,Robbie Brady,Matěj Vydra,Martin Atkinson,Stephen Child,Harry Lennard,Simon Hooper
58,06.04.2019,Huddersfield Town,Leicester City,Ben Hamer,Terence Kongolo,Christopher Schindler,Tom Smith,Erik Durm,Chris Löwe,Jon Gorenc Stankovič,Aaron Mooy,Jonathan Hogg,Alex  Pritchard,Karlan Ahearne-Grant,Joel Coleman,Florent Hadërgjonaj,Juninho Bacuna,Daniel Williams,Elias Kachunga,Steve Mounié,Isaac Mbenza,Kasper Schmeichel,Wes Morgan,Ben Chilwell,Caglar Söyüncü,Ricardo Domingos Barbosa Pereira,Youri Tielemans,Onyinye Wilfred Ndidi,Harvey Lewis Barnes,James Maddison,Demarai Gray,Jamie Vardy,Danny Ward,Christian Fuchs,Rachid Ghezzal,Hamza Choudhury,Nampalys Mendy,Shinji Okazaki,Kelechi Promise Iheanacho,David Coote,Marc Perry,Peter James Kirkup,Jonathan Moss
59,06.04.2019,Newcastle United,Crystal Palace,Martin Dúbravka,Fabian Lukas Schär,Jamaal Lascelles,DeAndre Yedlin,Florian Lejeune,Matt Ritchie,Isaac Hayden,Miguel Ángel Almirón Rejala,Sung-Yeung Ki,Ayoze Pérez Gutiérrez,José Salomón Rondón Giménez,Karl Darlow,Paul Dummett,Javier Manquillo Gaitán,Federico Fernández,Christian  Atsu Twasam,Jonjo Shelvey,Yoshinori Muto,Vicente Guaita Panadero,James Tomkins,Martin Kelly,Patrick  van Aanholt,Aaron Wan-Bissaka,Jeffrey  Schlupp,Luka Milivojević,James McArthur,Andros Townsend,Wilfried Zaha,Michy Batshuayi Tunga,Wayne  Hennessey,Sam Woods,Joel Ward,Scott Dann,Cheikhou Kouyaté,Christian Benteke Liolo,Jordan Ayew,Stuart Attwell,Simon Long,Richard West,Craig Pawson
60,05.04.2019,Southampton,Liverpool,Angus Gunn,Maya Yoshida,Ryan Bertrand,Jan Bednarek,Yan Valery,Jannik Vestergaard,Oriol Romeu Vidal,Pierre-Emile Højbjerg,James  Ward-Prowse,Nathan Redmond,Shane  Long,Alex McCarthy,Matt Targett,Jack Stephens,Joshua Sims,Stuart Armstrong,Charlie Austin,Sam Gallagher,Alisson Ramsés Becker,Virgil van Dijk,Andrew Robertson,Joël Andre Job Matip,Trent Alexander-Arnold,Fábio Henrique Tavares,Naby Deco Keïta,Georginio Wijnaldum,Mohamed  Salah Ghaly,Roberto Firmino Barbosa de Oliveira,Sadio Mané,Simon Mignolet,Dejan Lovren,Alberto Moreno Pérez,James Philip Milner,Jordan Brian Henderson,Divock Okoth Origi,Xherdan Shaqiri,Paul Tierney,Stuart Burt,Darren Cann,Graham Scott
